Symbol,Percent_Diff,Compound
BMY,4.1286565888539215,-0.17020000000000002
CELG,3.3912756415416254,-0.17020000000000002
JNJ,4.308111947526873,0.0
MRK,1.8102301273319703,0.043259999999999986
PFE,2.7810656470271087,-0.12765
