Symbol,Percent_Diff,Compound
AAPL,2.0185363935687506,0.2771125
AMZN,2.3149266799882473,0.2927
FB,2.8336846934505555,0.1285923076923077
GOOG,4.9513119242995085,0.2033
NFLX,1.8948937909136072,0.020365
